 ----Starting Training----
{'code': 'reg36-LDPC', 'n_des': 100, 'v': 3, 'c': 6, 'num_embed_dims': 16, 'num_msg_dims': 16, 'num_hidden_units': 64, 'num_mlp_layers': 2, 'num_iter': 10, 'reduce_op': 'mean', 'activation': 'tanh', 'clip_llr_to': None, 'use_attributes': False, 'node_attribute_dims': 0, 'msg_attribute_dims': 0, 'return_infobits': False, 'use_bias': True, 'batch_size': [150, 150, 150], 'train_iter': [50000, 200000, 300000], 'learning_rate': [0.0002, 0.0001, 1e-05], 'ebno_db_train': [2.0, 4.0], 'ebno_db_eval': 2.5, 'batch_size_eval': 2000, 'save_weights_iter': 10000, 'run_name': 'LDPC_reg_01', 'save_dir': 'results/', 'eval_dec_iter': 20, 'mc_iters': 1000, 'mc_batch_size': 2000, 'num_target_block_errors': 1000, 'ebno_db_min': 0.0, 'ebno_db_max': 4.0, 'ebno_db_stepsize': 0.25, 'eval_ns': [100, 500, 1000], 'simulate_wbp': True, 'wbp_batch_size': [1000, 1000, 1000], 'wbp_train_iter': [300, 2000, 2000], 'wbp_learning_rate': [0.01, 0.001, 0.001], 'wbp_ebno_train': [2.5, 3.0, 3.5], 'wbp_ebno_val': 5.0, 'wbp_batch_size_val': 2000, 'wbp_clip_value_grad': 10, 'k': 50, 'n': 100}
Iteration 171000, loss = 0.615, ber = 0.01161, duration: 37.27s
Iteration 172000, loss = 0.635, ber = 0.01248, duration: 37.32s
Iteration 173000, loss = 0.603, ber = 0.01204, duration: 37.57s
Iteration 174000, loss = 0.636, ber = 0.01328, duration: 37.38s
Iteration 175000, loss = 0.620, ber = 0.01275, duration: 37.23s
Iteration 176000, loss = 0.621, ber = 0.01312, duration: 37.20s
Iteration 177000, loss = 0.619, ber = 0.01255, duration: 37.27s
Iteration 178000, loss = 0.629, ber = 0.01252, duration: 37.43s
Iteration 179000, loss = 0.649, ber = 0.01354, duration: 37.26s
Iteration 180000, loss = 0.636, ber = 0.01353, duration: 37.37s
Iteration 181000, loss = 0.604, ber = 0.01121, duration: 37.21s
Iteration 182000, loss = 0.622, ber = 0.01275, duration: 37.40s
Iteration 183000, loss = 0.634, ber = 0.01299, duration: 37.29s
Iteration 184000, loss = 0.625, ber = 0.01285, duration: 37.26s
Iteration 185000, loss = 0.667, ber = 0.01381, duration: 37.40s
Iteration 186000, loss = 0.638, ber = 0.01375, duration: 37.30s
Iteration 187000, loss = 0.624, ber = 0.01232, duration: 37.31s
Iteration 188000, loss = 0.646, ber = 0.01430, duration: 37.21s
Iteration 189000, loss = 0.631, ber = 0.01265, duration: 37.22s
Iteration 190000, loss = 0.652, ber = 0.01381, duration: 37.29s
Iteration 191000, loss = 0.628, ber = 0.01232, duration: 37.19s
Iteration 192000, loss = 0.661, ber = 0.01391, duration: 37.29s
Iteration 193000, loss = 0.607, ber = 0.01239, duration: 37.26s
Iteration 194000, loss = 0.615, ber = 0.01183, duration: 37.28s
Iteration 195000, loss = 0.622, ber = 0.01226, duration: 37.17s
Iteration 196000, loss = 0.640, ber = 0.01308, duration: 37.24s
Iteration 197000, loss = 0.626, ber = 0.01195, duration: 37.29s
Iteration 198000, loss = 0.670, ber = 0.01435, duration: 37.26s
Iteration 199000, loss = 0.628, ber = 0.01250, duration: 37.31s
Iteration 200000, loss = 0.601, ber = 0.01206, duration: 37.23s
Iteration 201000, loss = 0.653, ber = 0.01398, duration: 37.32s
Iteration 202000, loss = 0.669, ber = 0.01391, duration: 37.24s
Iteration 203000, loss = 0.647, ber = 0.01374, duration: 37.17s
Iteration 204000, loss = 0.634, ber = 0.01280, duration: 37.20s
Iteration 205000, loss = 0.635, ber = 0.01299, duration: 37.18s
Iteration 206000, loss = 0.672, ber = 0.01413, duration: 37.29s
Iteration 207000, loss = 0.625, ber = 0.01281, duration: 37.12s
Iteration 208000, loss = 0.633, ber = 0.01305, duration: 37.29s
Iteration 209000, loss = 0.630, ber = 0.01301, duration: 37.15s
Iteration 210000, loss = 0.711, ber = 0.01331, duration: 37.31s
Iteration 211000, loss = 0.630, ber = 0.01185, duration: 37.19s
Iteration 212000, loss = 0.630, ber = 0.01247, duration: 37.13s
Iteration 213000, loss = 0.587, ber = 0.01085, duration: 37.31s
Iteration 214000, loss = 0.658, ber = 0.01400, duration: 37.27s
Iteration 215000, loss = 0.623, ber = 0.01304, duration: 37.26s
Iteration 216000, loss = 0.641, ber = 0.01362, duration: 37.31s
Iteration 217000, loss = 0.651, ber = 0.01281, duration: 37.34s
Iteration 218000, loss = 0.637, ber = 0.01325, duration: 37.42s
Iteration 219000, loss = 0.612, ber = 0.01181, duration: 37.22s
Iteration 220000, loss = 0.645, ber = 0.01383, duration: 37.29s
Iteration 221000, loss = 0.660, ber = 0.01405, duration: 37.49s
Iteration 222000, loss = 0.643, ber = 0.01265, duration: 37.41s
Iteration 223000, loss = 0.585, ber = 0.01087, duration: 37.22s
Iteration 224000, loss = 0.633, ber = 0.01227, duration: 37.16s
Iteration 225000, loss = 0.664, ber = 0.01413, duration: 37.20s
Iteration 226000, loss = 0.600, ber = 0.01163, duration: 37.83s
Iteration 227000, loss = 0.631, ber = 0.01256, duration: 37.39s
Iteration 228000, loss = 0.639, ber = 0.01298, duration: 37.19s
Iteration 229000, loss = 0.633, ber = 0.01324, duration: 37.21s
Iteration 230000, loss = 0.645, ber = 0.01350, duration: 37.17s
Iteration 231000, loss = 0.646, ber = 0.01268, duration: 37.13s
Iteration 232000, loss = 0.639, ber = 0.01281, duration: 37.19s
Iteration 233000, loss = 0.617, ber = 0.01235, duration: 37.27s
Iteration 234000, loss = 0.628, ber = 0.01308, duration: 37.59s
Iteration 235000, loss = 0.622, ber = 0.01214, duration: 37.37s
Iteration 236000, loss = 0.632, ber = 0.01255, duration: 37.38s
Iteration 237000, loss = 0.626, ber = 0.01260, duration: 37.26s
Iteration 238000, loss = 0.608, ber = 0.01221, duration: 37.37s
Iteration 239000, loss = 0.616, ber = 0.01230, duration: 37.25s
Iteration 240000, loss = 0.612, ber = 0.01203, duration: 37.20s
Iteration 241000, loss = 0.640, ber = 0.01337, duration: 37.22s
Iteration 242000, loss = 0.613, ber = 0.01221, duration: 37.26s
Iteration 243000, loss = 0.627, ber = 0.01284, duration: 37.26s
Iteration 244000, loss = 0.658, ber = 0.01412, duration: 37.20s
Iteration 245000, loss = 0.605, ber = 0.01126, duration: 37.34s
Iteration 246000, loss = 0.621, ber = 0.01270, duration: 37.18s
Iteration 247000, loss = 0.615, ber = 0.01195, duration: 37.24s
Iteration 248000, loss = 0.650, ber = 0.01364, duration: 37.28s
Iteration 249000, loss = 0.652, ber = 0.01316, duration: 37.15s
Iteration 250000, loss = 0.636, ber = 0.01297, duration: 37.37s
New training parameters - bs: 150, lr: 1e-05, iters: 300000
Iteration 251000, loss = 0.646, ber = 0.01286, duration: 37.35s
Iteration 252000, loss = 0.638, ber = 0.01341, duration: 37.17s
Iteration 253000, loss = 0.602, ber = 0.01209, duration: 37.19s
Iteration 254000, loss = 0.608, ber = 0.01180, duration: 37.36s
Iteration 255000, loss = 0.593, ber = 0.01127, duration: 37.31s
Iteration 256000, loss = 0.618, ber = 0.01229, duration: 37.17s
Iteration 257000, loss = 0.658, ber = 0.01463, duration: 37.37s
Iteration 258000, loss = 0.596, ber = 0.01172, duration: 37.38s
Iteration 259000, loss = 0.648, ber = 0.01351, duration: 37.23s
Iteration 260000, loss = 0.614, ber = 0.01243, duration: 37.33s
Iteration 261000, loss = 0.620, ber = 0.01260, duration: 37.45s
Iteration 262000, loss = 0.586, ber = 0.01089, duration: 37.28s
Iteration 263000, loss = 0.627, ber = 0.01232, duration: 38.57s
Iteration 264000, loss = 0.620, ber = 0.01255, duration: 37.12s
Iteration 265000, loss = 0.614, ber = 0.01237, duration: 37.48s
Iteration 266000, loss = 0.616, ber = 0.01276, duration: 37.54s
Iteration 267000, loss = 0.647, ber = 0.01345, duration: 37.40s
Iteration 268000, loss = 0.618, ber = 0.01246, duration: 37.32s
Iteration 269000, loss = 0.602, ber = 0.01161, duration: 37.41s
Iteration 270000, loss = 0.616, ber = 0.01272, duration: 37.50s
Iteration 271000, loss = 0.608, ber = 0.01208, duration: 37.41s
Iteration 272000, loss = 0.594, ber = 0.01130, duration: 37.37s
Iteration 273000, loss = 0.626, ber = 0.01258, duration: 37.26s
Iteration 274000, loss = 0.614, ber = 0.01207, duration: 37.45s
Iteration 275000, loss = 0.606, ber = 0.01199, duration: 37.27s
Iteration 276000, loss = 0.608, ber = 0.01155, duration: 37.23s
Iteration 277000, loss = 0.606, ber = 0.01135, duration: 37.22s
Iteration 278000, loss = 0.620, ber = 0.01235, duration: 37.20s
Iteration 279000, loss = 0.635, ber = 0.01319, duration: 37.32s
Iteration 280000, loss = 0.637, ber = 0.01360, duration: 37.41s
Iteration 281000, loss = 0.605, ber = 0.01187, duration: 37.28s
Iteration 282000, loss = 0.590, ber = 0.01162, duration: 37.34s
Iteration 283000, loss = 0.633, ber = 0.01329, duration: 37.19s
Iteration 284000, loss = 0.624, ber = 0.01230, duration: 37.39s
Iteration 285000, loss = 0.622, ber = 0.01286, duration: 37.33s
Iteration 286000, loss = 0.595, ber = 0.01197, duration: 37.45s
Iteration 287000, loss = 0.641, ber = 0.01324, duration: 37.35s
Iteration 288000, loss = 0.618, ber = 0.01217, duration: 37.38s
Iteration 289000, loss = 0.625, ber = 0.01220, duration: 37.22s
Iteration 290000, loss = 0.604, ber = 0.01165, duration: 37.15s
Iteration 291000, loss = 0.588, ber = 0.01117, duration: 37.32s
Iteration 292000, loss = 0.610, ber = 0.01234, duration: 37.19s
Iteration 293000, loss = 0.602, ber = 0.01191, duration: 37.41s
Iteration 294000, loss = 0.611, ber = 0.01197, duration: 37.31s
Iteration 295000, loss = 0.609, ber = 0.01218, duration: 37.33s
Iteration 296000, loss = 0.637, ber = 0.01268, duration: 37.36s
Iteration 297000, loss = 0.622, ber = 0.01307, duration: 37.34s
Iteration 298000, loss = 0.617, ber = 0.01196, duration: 37.41s
Iteration 299000, loss = 0.621, ber = 0.01250, duration: 37.44s
Iteration 300000, loss = 0.625, ber = 0.01286, duration: 37.34s
Iteration 301000, loss = 0.620, ber = 0.01265, duration: 37.20s
Iteration 302000, loss = 0.618, ber = 0.01247, duration: 37.28s
Iteration 303000, loss = 0.627, ber = 0.01267, duration: 37.19s
Iteration 304000, loss = 0.638, ber = 0.01314, duration: 37.45s
Iteration 305000, loss = 0.629, ber = 0.01280, duration: 37.25s
Iteration 306000, loss = 0.640, ber = 0.01308, duration: 37.28s
Iteration 307000, loss = 0.629, ber = 0.01316, duration: 37.22s
Iteration 308000, loss = 0.635, ber = 0.01296, duration: 37.17s
Iteration 309000, loss = 0.618, ber = 0.01215, duration: 37.18s
Iteration 310000, loss = 0.650, ber = 0.01311, duration: 37.20s
Iteration 311000, loss = 0.615, ber = 0.01298, duration: 37.29s
Iteration 312000, loss = 0.597, ber = 0.01178, duration: 37.18s
Iteration 313000, loss = 0.616, ber = 0.01210, duration: 37.31s
Iteration 314000, loss = 0.626, ber = 0.01271, duration: 37.35s
Iteration 315000, loss = 0.624, ber = 0.01286, duration: 37.29s
Iteration 316000, loss = 0.612, ber = 0.01208, duration: 37.19s
Iteration 317000, loss = 0.624, ber = 0.01290, duration: 37.27s
Iteration 318000, loss = 0.604, ber = 0.01239, duration: 37.26s
Iteration 319000, loss = 0.603, ber = 0.01216, duration: 37.17s
Iteration 320000, loss = 0.601, ber = 0.01215, duration: 37.34s
Iteration 321000, loss = 0.613, ber = 0.01207, duration: 37.27s
Iteration 322000, loss = 0.638, ber = 0.01295, duration: 37.40s
Iteration 323000, loss = 0.620, ber = 0.01315, duration: 37.34s
Iteration 324000, loss = 0.628, ber = 0.01290, duration: 37.41s
Iteration 325000, loss = 0.603, ber = 0.01210, duration: 37.27s
Iteration 326000, loss = 0.607, ber = 0.01251, duration: 37.38s
Iteration 327000, loss = 0.626, ber = 0.01278, duration: 37.35s
Iteration 328000, loss = 0.630, ber = 0.01285, duration: 37.44s
Iteration 329000, loss = 0.626, ber = 0.01308, duration: 37.29s
Iteration 330000, loss = 0.604, ber = 0.01210, duration: 37.24s
Iteration 331000, loss = 0.619, ber = 0.01220, duration: 37.25s
